tweet	label
Bu nedemek düzensiz göçmen, düzenlilerini gerçi gördük,biz hudutta nöbeti Vatan için tutuyorduk,geçiş yaptırmamaya çalıştık, son yıllarda üstelik hududa duvar örüldü demişlerdi, afgan mülteciler en çok iran sınırı ağrı dağı eteklerini kullanır, bu mülteci olayını Türkiye çözmeli! https://t.co/DTMHFp6cOs	Other
"Fatih Altaylı, Almanya'nın sınır dışı ettiği, Afgan çete lideri olduğu belirtilen Sanger Ahmadi'nin de arasında olduğu bir grubun fotoğrafını paylaşarak, ""Göçmen tezgahını görmüyor musunuz!"" dedi. Bu çete lideri İstanbula yerleşmiş. Ne işi var bunarın ülkemizde! https://t.co/ey3nhGhLbJ"	Other
1-)Başkan Recep Tayyip Erdoğan ile ABD Başkanı Joe Biden'ın Afgan göçmen konusunda anlaştığı iddialarını büyükelçilik yalanladıktan sonra da sürdüren ve Genel Merkez'e'sınır namustur'pankartı astıran CHP Genel Başkanı Kemal Kılıçdaroğlu'na şehit kızı Gülay Demir'den cevap geldi. https://t.co/NJ0qz5iwy6	Other
Sınırlar açık duvar yok yapılan duvara merdiven dayamış geliyorlar işgale şimdi tanklarla silahlarla İran sınırında Afgan hapisten çıkarılan Taliban ve IŞİD de gelmeye devam ediyor işgal altında kaldık Ordu polis nerede? https://t.co/JJ3J8lEm6E	False
@BirGun_Gazetesi Merdiven yeter. Hem de Afgan değil Türk koyar o merdiveni.	Other
"#Afgan #Suriyeli göçüne duvarla engel olmak isteyenlere duyurulur.

İnsan kaçakçısı anlatıyor:
""Duvarın üstünden merdiven koyup geçiyorlar, duvarın altını kazıp geçiyorlar, bazıları menfezlerden geçiyorlar. Yani duvar bizim işimizi engelledi ama çok fazla engellemedi."" https://t.co/C7nEEdhlNr"	Other
"Afgan göçmenler İran üzerinden Türkiye’ye geliyor.İranlı gazeteciler sınır ötesini anlattı:
-Türkiye’ye gelen göçmenler arasında Taliban üyeleri de var
-Tahran,kaçakçılık kapısını bilerek açık bırakıyor
-Türkiye’ye geçmek için İranda 300bin göçmen bekliyor
https://t.co/X9yR7wkY8e https://t.co/qGpo7ccfNL"	Other
"-Taliban gerçekten ""itidalli ve ılımlı"" mı?
-Afgan göçmenler | ""Duvarın etkisi iki merdiven boyu""
-Hukukta dini referans: ""Besmele ile duruşma açan hakimler var""
-""Bitlis çarşısındaki yıkım, hukukun rafa kaldırıldığının en güzel fotoğrafı""
 https://t.co/u1fOuS3JNd"	Other
Sınırda endişe yaratan görüntü! Afgan mülteciler güvenlik duvarını merdiven dayayarak aştı: https://t.co/ROIjOGQzgg https://t.co/x4vTi7nWaU	False
Afgan mültecilerin güvenlik duvarına merdiven dayayarak sınırı aştığı iddiası https://t.co/nieyyqHydv	True
İstanbul Valisi Yerlikaya: 16 ilçede 436 düzensiz göçmen yakalandı Vali Yerlikaya, dün 16 ilçede yapılan kontrollerde 170'i Afgan 436 düzensiz göçmenin yakalanarak sınır dışı işlemleri için Göç İdaresi Geri Gönderme Merkezi'ne teslim edildiğini bildird... https://t.co/YeKKBqjil8 https://t.co/s8RT5hbpir	Other
"Kadınlar, işgal politikaları ile yıkımları getirenlere, şeriatçı Taliban'a, hayatlarını pazarlık malzemesi yapanlara, LGBTİ+'ları yok sayanlara, ırkçılığa ve göçmen düşmanlarına karşı ses çıkarttı.
#AfganKadınlarlaDayanışmaya
#SolidarityWithAfghanWomen

https://t.co/y7JMgWc5Nc https://t.co/xNfigu55vX"	Other
"@doanaknc11 Sözde duvar var. Ama duvarı koruyan yok. Bir video vardı. Merdiven dayayıp öbür tarafa geçiyorlar. Bir de kameraya almışlar
https://t.co/I88er4Jx3M"	False
"Senin milyonlarca dolar harcayıp sınırlara yaptığın duvarları Arap ve Afgan bir merdiven ile aşıyor

#enflasyon
#SalgınıAşılılarYayıyor
#SinirliyimÇünkü
Kapalı Maraş
İş Bankası 
#Mersin
Yasin Aktay
#Osmaniye
Kabataş
Akit
#Adana
İsmail Saymaz
#manavgatyanıyor
Pakistan
ABD'de 8.2 https://t.co/K0tfp6ILvT"	False
"Bu Çorum’un para birimi
Başkenti ne hiç duymadık
Kağıttepe ile bağlantısı
Organ ve narko mafya vergi verirmi 
Yürüyen merdiven aşağı inerken yukarı çıkarırmı
Muhtarları özel kalem ve danışman kadrolumu
Koronada kahveler yeni deste vermişmi
Afgan ve Suriyeli problemi varmı https://t.co/lmRjswn2r1"	Other
Sınırda endişe yaratan görüntü! Afgan mülteciler güvenlik duvarını merdiven daya  @haberler tarafından - https://t.co/Md6lQm6t1N @DailymotionUSA aracılığıyla	False
@birhanali1 @ibrahim_ozkan61 Almanyaya Türkler savaştn kaçarak mı gitti?Sınıra merdiven dayayarak Almanya’ya giren var mı?Milyonlrca göçmne Almanya bir anda vatandşlık mı verdi?Afgan alıyor mu?Siz ne kadar vizyonsuz dar bakış açılı ve büyük resmi göremeyen varlıklarsınız.Bitin lan artık! Bitemiyorsanz susun!	Other
@ntv Adamlar sınıra merdiven dayamışlar duvar üstünden geçiyorlar. Kamyonla Afgan deniz yoluyla Afgan gördüklerimiz doğru ise bence yol geçen hanı nokta net	False
"Cumhurbaşkanı konuşuyor da, dediklerinin çoğu yanlış.  Çıkın ege sahillerine heryerde Afgan mülteciler var.  Duvar örünce geçişler engellenmiştir.  Adamlar merdiven le geçiyor.  

#CumhurbaşkanıGündemÖzel"	False
"@EmniyetGM Gözler sınır da ama dün Van da kaza yapan minibüsten çıkan yaralılar ve ölenler Afganlı göçmen.
Bu kaçak göçmenler nere den girdi acaba  ? 
Afgan Hava İndirme Tugayı mı attı bunları bize ???
@TC_icisleri
@EmniyetGM https://t.co/L7gl3GAEsj"	Other
"İran sınırında infial yaratan görüntü! Afgan mülteciler merdiven dayayarak güvenlik duvarını aştı
https://t.co/HEPigbjGCu"	False
@htcbozdemir @kilicdarogluk Merdiven ile atlanan duvarlarımız var neden Türkiye ile Afgan göçünü konuşuyorlar sen 8 milyon sığınmacı ya düzensiz bakarsan kim nedir kaydı yoksa en kolay kime gönderebilirsen onla görüşürsün burda yanlış bir kelime kullanmamış Kemal Kılıçdaroğlu amaç saldırarak sizde adama.	Other
"Bu maymun mu din kardeşim şimdi ? Nasıl kadınları çekmiş aşağılık yaratık. Sınır dışı etmeden bi merdiven düşürseydiniz ??? @EmniyetGM 

300 bin Afgan tek tek tespit edilip sınır dışı edilmeli. Bunların ülkede aldıkları nefes haram!! https://t.co/4lHfuDrv7Q"	Other
Van-İran sınırında Afgan mülteciler merdiven dayayarak güvenlik duvarını aştı https://t.co/sGSCRbwo3u https://t.co/JJyz3zSyYq	False
"📣Radyo Kontrollü Model Uçak Uçuş Tekamül Kursu

📍THK İnönü Havacılık Eğitim Merkezi

📆 11-20 Ekim 2021 - Son başvuru 08 Ekim 2021
📌Katılım kontenjan ile sınırlıdır. Detaylı bilgi ve başvuru için gerekli bağlantı profilde mevcuttur.
 #thk #modelucak #rc #egitim #turkkusu https://t.co/CObtyA8CeS"	Other
"@kelaynak75 @hhuseyinbb Siz 1935 - 2019 arası thk yı arpalık yapan chplilerin üstünü kapatmak için uçak diye tutturdunuz.
50 milyar para nerede? Uçaklara bakım neden yapılmadı. 1.7 milyar borç neden yapıldı. Uçak filosu neden yenilenmedi. 69 - 70 model uçaklar.
Bunları sor o derneğe."	Other
"@OkanSeymen13 @pisfakir3 @fahrettinaltun Allahın çomari mantıklı soru sormayı öğrenirsen doğru cevabı bulursun.
Yangın uçaklari thk'nin elinde olmak zorundamı?
Ormanlar,orman bakanlığının kontrolünde orman bakanlığı alsaymış uçak.60 model uçakları beğenmiyorsunuz alsaydınız yeni model uçak.
Kim engelledi sizi chp mi?"	Other
"@umitcamlioglu @Ironyhascome @deryoniz @ijohngone @eha_medya Zeka düzeyin düşük kendini fazla yorma istersen.
Hırvatistan'dan gelen yangın söndürme uçağı, 40'ıncı dakikada 5'inci kez su almaya gitti. 

Her seferinde 5 tona yakın su taşıyan ve alevlere boşaltan uçak, THK'nın çürümeye terk edilen uçakları ""Ateş Kuşları"" ile aynı model."	False
"Hırvatistan'dan gelen yangın söndürme uçağı, 40'ıncı dakikada 5'inci kez su almaya gitmiş. 

5 tona yakın su taşıma kapasitesine sahip bu uçak, THK'nın çürümeye terk edilen uçakları ile aynı model!

Bu uçakları uçuşa hazırlamak için kaç gündür neyi bekliyorsunuz! @bekirpakdemirli https://t.co/91IWaqNXXX"	False
@BahadrKrmca @ari_blood @IyildirimI @varank Gerizekalı arkadaşım bu gösterdiğin model uçak İspanya'nın kullandığı yeni nesil olan. Bunu bakan varank da mala anlatır gibi anlatmış. Herkes snein THK gibimi parayı yiyip milyarlarca lirayı boşaltıp model yükseltmesin. Bak Yunanistan da uçak var ama yanıyor sonduremiyorlar.	True
"Aytunç Erkin yazdı:

THK Gökçen Havacılık sitesinde, Türkiye'de yangın söndürme uçak filosunda 11 adet M-18 Dromader, 9 adet de Canadair CL- 215 model yangın söndürme uçağı bulunuyor. Bekir Pakdemirli'nin yönettiği bakanlık diyor ki...

https://t.co/dO5RQuGOQi"	Other
"@Solocenk @ismailsaymaz İsmail konuştuklarin tamamen kitleni etkilemek için.
1- THK devlet kurumu değil
2-1960 model uçakları onarmak THK ya ait.
3-4 milyon bakım parası ile 1den çok uçak kiralanabiliyor.
4-Ortadoğuda 15 milyar ticaret hacmi var. Yani kaz gelecek yerden tavuk esirgemez."	Other
"THK uçaklarına “ESKİ” demişlerdi...

İsrailden, yardım için gelen uçak;
1960 model 
1500 litre kapasiteli 
⁉️ https://t.co/qCH7Thj9J9"	Other
"#THK 
9- Elinde 1969 model ve onlar da 1990 yılında üretimi durdurlduğu için yedek parçası bile bulanamayan 
Bu yüzden bir uçağın parçalarını sökerek bir diğerini uçurmaya çalıştıkları pilotlarının bile uçmak istemediği ellerinde uçamayan 6 uçak kalan ,"	Other
@samimimuhalif @ikbenouz @biirdakika @turkanyakut @eurodolar1980x @blkndmr @ismailsaymaz olmadığı için bu hale getirir..bu arada iyi zamanında bile o uçaktan o uçağa parça aktarıp bakım yaptığı için yanlış bilmiyorsam 9 olan uçak sayısı 4 5 e inmiş..bu thk nın ve 60 model parçası bile olmayan uçağın nesini savunuyorsunuz	Other
THK Giresun Şubesi tarafından model uçak eğitimi veriliyor https://t.co/6uAnzRaBng	Other
"Türkiye'nin yardım istemesi üzerine Hırvatistan'dan gelen yangın söndürme uçağı, 40.dakikada 5. kez su almaya gitti
Her seferinde 5 tona yakın su taşıyan uçak, THK'nın çürümeye terk edilen uçakları ile aynı model  #tayyiperdoganistifa #SesiniKesÜlkeYanıyorTESK #BueyuekOyunSahnede https://t.co/9ZPvcxrGOO"	False
"Yazık, elleriyle yangın söndürüyorlar.Uzaya giden, milli uçağı olan ülkeden şu acizliye. İspanya, Hırvatistan bize aynı model uçakları yolluyorlar bakanımız çıkıp hurda der güler, toki köy evi 10 yıl kredili reklamı, orman arazileri imara açılıyor #Aydınyanıyor
#Bozdoğanyanıyor https://t.co/94YUWnQRIM"	False
"@Marmaris7629 Çok okumuşsünya
Araştır.

Hırvatistan'dan gelen yangın söndürme uçağı, 40'ıncı dakikada 5'inci kez su almaya gitti. 

Her seferinde 5 tona yakın su taşıyan ve alevlere boşaltan uçak, THK'nın çürümeye terk edilen uçakları ""Ateş Kuşları"" ile aynı model... https://t.co/zNc2SSSydK"	False
Hırvatistan'dan gelen CL-415 model uçak #yangın bölgesinde çalışmalara başladı. https://t.co/eAl1Wqax1H	True
"Hırvatistan'dan gelen yangın söndürme uçağı, 40'ıncı dakikada 5'inci kez su almaya gitti. 
Sn @bekirpakdemirli bakan ne dersiniz
Her seferinde 5 tona yakın su taşıyan ve alevlere boşaltan uçak, THK'nın çürümeye terk edilen uçakları ""Ateş Kuşları"" ile aynı model @herkesicinCHP"	False
@EcemGulec @Sadecellergrr8 @gizemkarabiyik @AdemMetan İnatlaşma yok.Gerekli açıklama yapıldı.Uçaklar 1969 model bakımları yapılmamış uçamayan uçaklar.Kılıçtaroğlunda açıkladı uçabilen uçak yok dedi.THK batmış kendileri kayyum talebinde bulunmuşlar.Kayyum şuanda borçları ödemeye çalışıyor.koca kurumu yemişler bitirmişler.	Other
@bekaryldry @YldrmMurat6 @kucukanne @lvntozrn THK bir vakıftır. Devlet o vakıftan yıllarca uçak kiraladı. En son ihalede kazık atmaya çalışıp iki kat para istedi vakıf yöneticileri. Devlette kiralmaktan vazgeçti. Uçak dediğin 1969 model. 1969'dan beri yenileselerdi uçakları. Parayı Rakıya yatırmışlardır büyük ihtimal.	Other
"THK’nun kullanılamaz hale getirilen Dromaber model uçağını paylaştığım için günlerdir ahlaksızca saldıranlar, 

Yok Zirai ilaçlama uçağı diyerek algı yapanlar ve daha fazlası aynı tip uçak İsrail’den kiralandı
AYNI TİP 👇🏻 https://t.co/NSSdjqiwGy"	Other
"Türkiye'nin yardım istemesi üzerine Hırvatistan'dan gelen yangın  uçağı, 40. dakikada 5. kez su almaya gitti. 
Her seferinde 4,9 ton su taşıyan uçak, THK'nın çürümeye terk edilen uçakları ile aynı model @bekirpakdemirli çık özür dile istifa et yüce divanı bekle rahat uyuma ama https://t.co/9I9AuBbJiI"	False
THK'nın çürümeye terk ettiği uçakları ile aynı model olan Hırvatistan'ın yangın söndürme uçağı, Antalya'da 40 dakikada 5 kez su attı. https://t.co/Yaf1HhlSyW	False
"CHP'li vekil Alpay Antmen: ""Hırvatistan'dan gelen yangın söndürme uçağı, 40'ıncı dakikada 5'inci kez su almaya gitti. THK'nın çürümeye terk edilen uçakları ""Ateş Kuşları"" ile aynı model.""

Havuzu değil @medyablok hesabını takip edin. https://t.co/EhWNwfsxZi"	False
"THK Giresun Şubesi tarafından model uçak eğitimi veriliyor

https://t.co/6PnaGAOrub

#cuma"	Other
"FIKRA GİBİ  
ELLERİNDEN    GELEN  BÜTÜN 
PROVAKASYONLARİ 
YAPTILAR . YOK UÇAK  YOK
HELİKOPTER  TOMA    THK NİN UÇAK LARİ NEDEN YOK
KK AÇIKLADI  KALKACAK 
ŞU AN THK  DA   UÇAK  YOK   DEDİ  1969 MODEL UÇAKLAR
BU NE YÜZSÜZLÜK !!! https://t.co/1s7kw67Zly"	Other
"Hırvatistan'dan gelen yangın söndürme uçağı her seferinde 5 tona yakın su taşıyan ve alevlere boşaltan uçak, THK'nın çürümeye terk edilen uçakları ""Ateş Kuşları"" ile aynı model. https://t.co/wm36sO59R2"	False
@herkesicinCHP Yok yok THK daha 1969 model uçak uçurmaya çalışıyorsunuz birde o kurunu batırıp üstüne devleti suçluyorsunuz yavuz hırsız ev sahibini bastırır dogrumuş	Other
"8+
senaryosu için Nutuk'tan faydalanarak bundan dolayı Mareşal Gazi Mustafa Kemal Atatürk'ün aramızdan ayrılışından sonra ilk defa telif ödenmiştir.
Bundan sonra sürekli olarak başarıdan başarıya yol alan THK paraşüt, planör ve motorlu uçuş ve model uçak okulları açarak hizmet
+9"	Other
#datca #denizliyanıyor  #ArtvinYanıyor Hırvatistan’dan gelen yangın söndürme uçağı 40. Dakikasın da 5. Kez su almaya gidiyor. Aynı model uçak #THK bünyesin de çürümeye bırakıldı. https://t.co/2fQeV6MFP7	False
"Hırvatistan'dan gelen yangın söndürme uçağı, 40 dakikada 5 kez su almaya gitti. 
Her seferinde 5 tona yakın su taşıyan uçak, 
THK'nın ÇÜRÜMEYE TERK EDİLEN UÇAKLARI ile AYNI MODEL. #havadanmüdaheleistiyoruz https://t.co/Xx0gjZOACD"	False
"Bakan Pakdemirli CNNTürk'te, ""THK uçakları çok eskiydi.2020 model kiraladığımız uçak bile düştü"" argümanını tekrarladı.Türkiye arazisine uygun uçak kiralanmadığı için düşmüş olamaz mı bu uçak Sayın Bakan?
#yangın 
Şenol Güneş
#FarkEdilmeyiHakEder
Her Çocuk Fark Edilmeyi Hak Eder"	Other
THK Giresun Şubesi tarafından model uçak eğitimi veriliyor – Giresun Belediyesi ev sahipliğinde Türk Hava Kurumu Giresun Şubesi tarafından Model Uçak Eğit... https://t.co/InidhydSvD https://t.co/y8gnFs1x1J	Other
@SedefKabas @TCSanayi @varank Bunlardan en sağlam 4-5 tanesine turbo motor bulacaklar, diğerlerini ise yedek parça olarak kullanacaklar. En yeni model olan CL415 den satın alacaklar. Bakanlık habire para yutan ama ne yeni uçak alan ne tamir eden THK yerine, 4000 havuz -  45 helikopter farklı sisteme geçmiş https://t.co/zTKorMy1po	Other
"Havacılık için ilk adimi seninle atalım.✈️
Model uçak eğitim kayıtlarımiz basliyor...🛩️
T.C  Gençlik ve Spor Bakanlığı
THK Darıca Şube Başkanlığı
Darıca Gençlik Merkezi
İş birliği ile  oluşturulan havacılığın başlangıcı Model Uçak kursumuz  açılıyor. Başvur: 0262 745 20 63

🛩️🚀 https://t.co/Kz0mF8fujg"	Other
"NF-5A Freedom Fighter EX KLU, F16 TuAF Zebra Şemalı Sergilemeye Hazır Plastik Uçak Maketi
Fiyat : 645 TL + KDV 
Marka : HOBBYTIME MODELKITS
Stok Kodu : QD159

https://t.co/bSBTqyd0s8

#f16 #türk #maket #diorama https://t.co/QdBibL1nSd"	Other
"@SedefKabas Uçaklar THK'na ait
THK 1dernek ve CHP'nin arpalığı
THK'nın topladığı bağışları balolarda yiyen CHP
Bakımın devletle alakası yok
Bakım yapılsa dahi uçaklar eski model kullanılamaz Yunanistan'da aynı model uçak yangına müdahele esnasında düştü
Bunları biliyorsunuz ama YALANA DEVAM https://t.co/miSXZLSIED"	Other
"Hırvatistan'dan gelen yangın söndürme uçağı, 40 dakikada 5 defa su almak için sorti yaptı.

Her seferinde 5 tona yakın su taşıyan uçak, THK'nın çürümeye terk edilen uçakları ile aynı model.

Teşekkürler Hırvatistan… https://t.co/xgVNhhdeIL"	False
"Doğrusu: 
THK’da olan uçaklar CL-215
piston motorlu 1960 model. 
Artık uçamaz.
Hırvatistan’dan gelen uçak CL-415 
turbo motorlu 1995 model. 
Hizmet verebilir. 
1925 ten kayyuma kadar 60-70 model çalışamaz halde ki 6-7 uçağı alabilmiş,her bankaya borçlu THKyla bu yangın 👊 sönerdi https://t.co/HoZW3vt3LQ"	True
"✅""THK pilotları neden yok"" isyanı zaten bu yüzden değil mi Sayın Bakan? 
Bakanı Pakdemirli: ""Her yangın söndürme pilotunda standardın üstünde bir pilotluk becerisi gerekir. 2020 model kiraladığımız uçak düştü, ilk bilgiler pilotaj hatası kaynaklığı olduğu"" 

#yangın 
Şenol Güneş"	Other
"@eczozgurozel Vatandaşımızı aldatmayı bırakın!

THK uçaklar CL215 diyor, bu zat hayır sendeki uçaklar İspanyadan gelen CL415 ile aynı sen bilmiyorsun diyor.

Uçağın resmi üreticisi CL215'lerin üretimi 1990'da bitti diyor, bu zat bizde 98 model uçak var diyor.

Doğru bilgiye ulaşmak sadece 1dk."	True
"-Covid çıktı Dr.oldular.

-Yangın çıktı uçak mühendisi oldular.

-Deprem oldu, kandilliden önce konuştular.

+Hırvatistan’dan gelen uçak CL-415 1995 model.

+THK’da olan uçaklar CL-215
CL 215 Piston motorlu 1960 model. Artık uçamaz ve Emekli edilmiş.. https://t.co/zUKEafclN7"	True
"CHP'li vekil Alpay Antmen: ""Hırvatistan'dan gelen yangın söndürme uçağı, 40'ıncı dakikada 5'inci kez su almaya gitti. THK'nın çürümeye terk edilen uçakları ""Ateş Kuşları"" ile aynı model."" https://t.co/Z07ZjvA7LX"	False
@who98408150 hikaye bu uzmanlar kim ya 69 model uçakları batık THK toplanan paraları kim nerde yedi bitirdi bunu sorun önce THK kurumu devlet kuruluşu değil uçaklar eski uçmuyor şunu deseniz haklı olacaksınız niye 3 tane uçak var da 10 tane 15 tane yok sadece boş konuşma	Other
"Hırvatistan'ın gönderdiği, 6.140 litre su kapasiteli Canadair CL-415 uçak yangın söndürme çalışmalarına katılabiliyorken,

THK'nın 5.444 litre su kapasiteli Canadair CL-215 model uçakları ""kapasitesi yetersiz"" denilerek çürümeye terk ediliyor!

📹İşte THK'nın uçağı! (2019) https://t.co/UqnojkF8jU"	True
@ardanzenturk Şunun bir doğrusunu açıklasa ya birileri biizm uçağımız yok dendi, thk dakiler çöp 67 model, hangi uçakları gönderiyoruz, thk dışında envanterimizde Uçak varmıydı? Bunu kamuoyuyla açıklama bu kadar mı zor?	Other
"Stantımıza ziyaretçi akını ✌🏻🧿
Model Uçak eğitimlerimiz devam ediyor... 🇹🇷✈
#thk #teknofest2021 https://t.co/QVH1JWxpKI"	Other
"Türkiye'nin yardım istemesi üzerine Hırvatistan'dan gelen yangın söndürme uçağı, 40. dakikada 5. kez su almaya gitti. 

Her seferinde 5 tona yakın su taşıyan uçak, THK'nın çürümeye terk edilen uçakları ile aynı model. https://t.co/lgqEgyKPSt"	False
"Hırvatistan'dan gelen yangın söndürme uçağı 40 dakikada 
her seferde 5 tona yakın su taşıyıp, alevlere boşaltıyor.
Acı olan şu ki, THK'nın çürümeye terk edilen uçakları ""Ateş Kuşları"" ile aynı model.

Yanıtınız nedir @bekirpakdemirli bunca orman, yerleşim yeri boşuna mı yandı? https://t.co/dAtBhw3wlL"	False
"Yangın başladığından beri soruyorum. THK nun elindeki uçaklar niye kullanılmıyor.
Senin derdin ne. Antika dedin, hurda dedin; Hırvatistan'dan gelen aynı model YS Uçağı şakır şakır işini yapıyor.
Bizim uçaklar niye hangarda yatıyor
@bekirpakdemirli https://t.co/7zDvF2be5K"	False
"• Türkiye, yangınlar için Avrupa Birliği’nden destek talebinde bulundu. 

• İspanya 2, Hırvatistan 1 adet Canadair tipi uçak gönderiyor. 

Gelecek olanlar THK nin kullanamadığı CL 215 ler. 
Türkiye'nin kendi uçakları hangarda yatıyorken aynı model uçakları AB yolluyor!"	False
"@nevsinmengu vay arkadaş önce yangın, sonra yangında kullanılacak uçak ve helikopter uzmanı olmuş. 1969 model THK uçakları, içindeki kuş yuvalarını temizleselerdi acayip manevralar yapardı. ama chp uyruklu yönetim paraları yemeseydi ... 
mevzu uzun, bunlar hacı yatmaz misali hep haklı."	Other
"İspanya ve Hırvatistan 🇹🇷 ye destek için üç tane yangın söndürme uçağı yolluyor. 
Uçaklar tanıdık geldi mi?
Hani bazılarının hurda, antika dediği, THK’nın da hangarlarında duran ve kullanılmayan Candairs model uçaklar vardı ya😉 https://t.co/R0frBJMEwm"	False
@mermaid52_ @VatandasTube Elimde Nerde uçak var bizim hiç uçağımız yok THK diyorsan o özel vakıf onlarda ihaleye girip bu fiyata devlete kiraliyordu ve bu uçakların 6 da bir su taşıyan 70 model uçaklar	Other
"CHP Mersin Milletvekili Alpay Antmen, Hırvatistan'tan yardıma gelen uçakların THK uçaklarıyla aynı olduğunu iddia etti.

◾️THK’da olan uçak artık uçamayan 1960 model CL-215.

◾️Hırvatistan'dan gelen uçak ise 1995 model CL-415.
https://t.co/Q3resZs2aI"	True
🔴 CHP’li Antmen: Hırvatistan’dan gelen yangın söndürme uçağı, THK'nın çürümeye terk edilen uçaklarıyla aynı model Cumhuriyet Halk Partisi Mersin Milletvekili Alpay Antmen, Türkiye'deki orman yangınlarına müdahale için Hırvatistan gelen uçaklarla aynı ... https://t.co/w16z8D2SKs https://t.co/E65GEoDEqf	False
Türkiye’nin yardım istemesi üzerine Hırvatistan’dan gelen yangın söndürme uçağı 40.dakika beşinci kez su almaya gitti. Her seferinde 5 tona yakın su taşıyan uçak, THK’nın çürümeye terk edilen uçaklarıyla aynı model. Elimizde varken muhtaç ettiniz ya… @OGMgovtr @turkhavakurumu https://t.co/mq5hJA711O	False
"@k_hap @iamMehmetGunsur Bu uçak 1995 model..

THK'daki 1965 model?
Çaktın.. 

Ayrıca şimdi sen kilicdaroğluna yalancı dedin..

Zira burdaki uçaklar uçamaz dedi yaa 🤣🤣"	True
@timursoykan Resimdeki uçak 1964 model THK uçağı değil, 1994 model bir uçak.	True
@GkayGk15 @hlalbkiak thk çok fahiş fiyat veriyor ve uçaklarıda çok eski artı taşıma kapasitesi de düşük bu yüzden son model uçakları rusyadan daha ucuza kiralandı, Kiralanan parayla uçak fabrikası değil uçak bile alınmaz ama thk ya verilen kira parasıyla şu ana kadar  havacılık sanayisi kurulurdu	Other
Hırvat yangın söndürme uçağı, 40 dakikada 5 tur. Her turda 5 ton. Model CL-215. Orman Bakanı nın beğenmediği uçak. https://t.co/yHlQLPRfaZ	False
"THK'nın çürümeye terk ettiği uçakları ile aynı model olan Hırvatistan'ın yangın söndürme uçağı, Antalya'da 40 dakikada 5 kez su attı.

Kiralanan Rus uçakları dağlık bölgelere giremiyor ve havalimanlarında su dolumu yaptığı için etkisiz.

Yazık oldu ormanlarımıza, insanlarımıza! https://t.co/PQ0DHWRA23"	False
CHP’li Antmen: Hırvatistan’dan gelen yangın söndürme uçağı, THK’nın çürümeye terk edilen uçaklarıyla aynı model https://t.co/R8Jg6y9yxW	False
1969 model THK uçağının İspanya'dan gelen uçakla aynı uçak olduğunu iddia eden @eczozgurozel'i bahsi geçen uçakla uçuşa davet ediyorum.	Other
@enk_core @BaranKk20 @turkdefences @nevsinmengu Nihayetinde thk nın envanterinde bulunan thk da bakım ihtiyacından dolayı kullanılamayan uçakla aynı model uçak ve o uçakta düşmüş, üstelik geçtiğimiz yıllarda iki adet daha düşmüştü. Bunu niye yazmıyorsun ben onu sordum.	Other
"Okadar uçak uçtu helikopter uçtu bir kaza bile yaşanmadı elhamdulillah 

Kılıçdaroğlu THK 1974 model uçakları uçurtup düşsün diye bekledi hükümeti bak uçak düştü algısını yapacaktı #ChpArpalığıTHK #PKKyakti"	Other
"Belediye THK işbirliğinde model uçak eğitimi
https://t.co/c72vARFRme
#giresun #belediye #thk https://t.co/YOssVxRbdF"	Other
@varank Sayın Varank 2019 teknofestte uçan uçak 2021’de neden uçamıyor? Ayrıca THK uçakları 1969 model değil, o tarih modelin ilk üretim tarihi. Asıl yanlış bilgiyi siz veriyorsunuz.	Other
Ülke cayır cayır yanıyorken Türkiye'nin yardım istemesi üzerine Hırvatistan'dan gelen yangın söndürme uçağı, 40. dakikada 5. kez su almaya gitti helpturkey diyerek yardım talebinde bulunanlar hain. Ayni model uçaklari hangarlarda yatıran zihniyet vatan sevdalısı. https://t.co/i8AbIoQn58	False
CHP Mersin vekili Alpay Antmen, “Hırvatistan’dan gelen yangın söndürme uçağı, 40’ıncı dakikada 5’inci kez su almaya gitti. Her seferinde 5 tona yakın su taşıyan uçak, THK’nın çürümeye terk edilen uçakları “Ateş Kuşları” ile aynı model” ifadesini kullandı.  #YeşilVatan	False
"Hırvatistan'dan gelen yangın söndürme uçağı, 40'ıncı dakikada 5'inci kez su almaya gitti. 

Her seferinde 5 tona yakın su taşıyan ve alevlere boşaltan uçak, THK'nın çürümeye terk edilen uçakları ""Ateş Kuşları"" ile aynı model...

NE DERSİNİZ SAYIN ORMAN BAKANI? https://t.co/lQmzbuDpXC"	False
"Hırvatistan'dan yardıma gelen yangın söndürme uçağı THK'nın satılan uçakları ile aynı model !
Şakşakçılık yapmayın, azıcık eleştirin, takım tutar gibi partizanlık yapan dangalaklar !
#RecepTayyipErdoganistifa
#datca 
#SesiniKesUElkeYanıyorTESK https://t.co/UE8MmD23OH"	False
@tugceertekk @ibb_kultur @ekrem_imamoglu Önceden THK ya çökmüşlerdi vatandaşın kurban derisini zorla alıp zengin çocuklarına model uçak kursu paraşüt kursu verirlerdi. Şimdi İstanbula çöktüler sistem değişti...	Other
@zidliytumu @varank Ulan kala kala dört hurda uçağamı kaldık devlet oraya 20 tane uçak göndermiş 50 küsür helikopter göndermiş yok uçak şu model yok THK şöyle oğlum bırakın bu puştluğu	Other
